7,-1.154064,0.392669,0.037285,-0.047938,-0.021306,-47.369865,17.838651,-42.423011,
9.491100,-1.154064,0.387880,0.037285,-0.047938,-0.021306,-45.571010,16.339605,-41.073871,
9.649125,-1.182796,0.363937,0.037285,-0.047938,-0.021306,-46.620342,17.538843,-40.324348,
9.898135,-1.369553,0.354360,0.037285,-0.047938,-0.021306,-45.870819,17.089128,-41.373680,
10.151933,-1.403074,0.263376,0.037285,-0.047938,-0.021306,-46.920150,17.388938,-40.923965,
10.046583,-1.273780,0.220278,0.037285,-0.047938,-0.021306,-46.620342,15.889892,-41.073871,
9.878980,-1.407862,0.311262,0.037285,-0.047938,-0.021306,-46.170627,17.388938,-42.722820,
9.764053,-1.359976,0.392669,0.013849,0.050068,-0.024501,-46.170627,17.388938,-42.722820,
9.859826,-1.331244,0.368726,0.013849,0.050068,-0.024501,-45.571010,17.089128,-41.073871,
9.883769,-1.369553,0.263376,0.013849,0.050068,-0.024501,-47.219959,17.688747,-40.174442,
9.855037,-1.422228,0.215489,0.013849,0.050068,-0.024501,-46.920150,17.388938,-41.223773,
9.974753,-1.532367,0.205912,0.013849,0.050068,-0.024501,-46.170627,16.489509,-41.523586,
10.175876,-1.604197,0.181969,0.013849,0.050068,-0.024501,-46.320533,17.089128,-42.123203,
10.247706,-1.632929,0.215489,0.013849,0.050068,-0.024501,-46.470436,16.939224,-41.523586,
10.123201,-1.594620,0.320839,0.013849,0.050068,-0.024501,-45.870819,17.538843,-40.624156,
9.955598,-1.537156,0.407035,0.013849,0.050068,-0.024501,-45.870819,17.538843,-40.624156,
9.941232,-1.427017,0.387880,0.013849,0.050068,-0.024501,-47.669673,16.489509,-41.523586,
9.946022,-1.355187,0.349571,0.013849,0.050068,-0.024501,-45.720912,17.688747,-39.724727,
9.898135,-1.321667,0.292108,0.019175,0.024501,-0.018110,-46.320533,16.789319,-41.373680,
9.840671,-1.307301,0.282530,0.019175,0.024501,-0.018110,-45.571010,15.140369,-41.373680,
9.787996,-1.422228,0.301685,0.019175,0.024501,-0.018110,-45.870819,17.538843,-42.423011,
9.811939,-1.350399,0.296896,0.019175,0.024501,-0.018110,-46.920150,15.440178,-41.223773,
9.792784,-1.393496,0.296896,0.019175,0.024501,-0.018110,-46.920150,18.438270,-42.722820,
9.773630,-1.436594,0.335205,0.019175,0.024501,-0.018110,-46.920150,18.438270,-42.722820,
9.725744,-1.427017,0.344783,0.019175,0.024501,-0.018110,-47.969482,18.138462,-41.973297,
