-0.426190,0.622524,10.180665,-0.011718,0.018110,0.004261,-0.149905,-55.764526,-130.117233,
-0.402246,0.593792,10.171088,-0.011718,0.018110,0.004261,-0.149905,-55.764526,-130.117233,
-0.464499,0.603370,10.156722,-0.011718,0.018110,0.004261,1.049332,-57.113666,-128.917984,
-0.430978,0.584215,10.171088,-0.011718,0.018110,0.004261,-0.299809,-56.663951,-128.618179,
-0.435767,0.632101,10.156722,-0.011718,0.018110,0.004261,0.599619,-55.164905,-129.217803,
-0.421401,0.612947,10.161510,-0.011718,0.018110,0.004261,-0.599619,-57.563381,-129.217803,
-0.421401,0.589004,10.147145,-0.011718,0.018110,0.004261,0.299809,-56.364143,-128.618179,
-0.407035,0.584215,10.171088,-0.011718,0.018110,0.004261,0.299809,-55.914428,-128.168472,
-0.440556,0.584215,10.147145,-0.011718,0.018110,0.004261,0.599619,-57.863189,-130.417037,
-0.430978,0.608158,10.180665,-0.011718,0.018110,0.004261,0.599619,-57.863189,-130.417037,
-0.430978,0.612947,10.166299,-0.011718,0.018110,0.004261,0.449714,-55.314811,-130.117233,
-0.392669,0.584215,10.171088,-0.009588,0.018110,0.003196,-0.149905,-57.263572,-129.517608,
-0.426190,0.608158,10.171088,-0.009588,0.018110,0.003196,1.349142,-56.663951,-128.618179,
-0.426190,0.584215,10.185454,-0.009588,0.018110,0.003196,-0.299809,-56.663951,-128.917984,
-0.430978,0.603370,10.185454,-0.009588,0.018110,0.003196,-0.299809,-56.364143,-128.917984,
-0.435767,0.584215,10.156722,-0.009588,0.018110,0.003196,0.299809,-57.863189,-129.967315,
-0.459710,0.608158,10.166299,-0.009588,0.018110,0.003196,0.149905,-56.963764,-129.517608,
-0.445344,0.612947,10.147145,-0.009588,0.018110,0.003196,0.149905,-56.963764,-129.517608,
-0.430978,0.608158,10.156722,-0.009588,0.018110,0.003196,1.199237,-56.963764,-128.768081,
-0.440556,0.598581,10.175876,-0.009588,0.018110,0.003196,0.000000,-56.663951,-128.917984,
-0.430978,0.603370,10.171088,-0.009588,0.018110,0.003196,1.049332,-56.364143,-129.217803,
-0.435767,0.622524,10.161510,-0.009588,0.018110,0.003196,1.349142,-57.863189,-129.667510,
-0.440556,0.593792,10.151933,-0.009588,0.018110,0.003196,0.000000,-57.563381,-130.417037,
-0.411824,0.598581,10.156722,-0.010653,0.017044,0.002131,0.599619,-57.113666,-129.667510,
-0.435767,0.584215,10.180665,-0.010653,0.017044,0.002131,-0.149905,-57.263572,-128.768081,
-0.454922,0.608158,10.137567,-0.010653,0.017044,0.002131,-0.149905,-57.263572,-128.768081,
-0.435767,0.584215,10.185454,-0.010653,0.017044,0.002131,1.798856,-57.563381,-129.667510,
-0.459710,0.598581,10.161510,-0.010653,0.017044,0.002131,0.449714,-57.263572,-129.517608,
-0.450133,0.598581,10.151933,-0.010653,0.017044,0.002131,0.899428,-57.713287,-128.318374,
